ID,Gender,Age,Resident,Nature_Relatedness_experience1,Nature_Relatedness_self1,Nature_Relatedness_self2,Nature_Relatedness_experience2,Nature_Relatedness_self3,Nature_Relatedness_self4,PEBS_Conservation1,PEBS_Conservation2,PEBS_Conservation3,PEBS_Conservation4,PEBS_Conservation5,PEBS_Conservation6,PEBS_Conservation7,PEBS_Environmental_citizenship1,PEBS_Environmental_citizenship2,PEBS_Environmental_citizenship3,PEBS_Environmental_citizenship4,PEBS_Environmental_citizenship5,PEBS_Environmental_citizenship6,PEBS_Food1,PEBS_Food2,PEBS_Food3,PEBS_Tmnsporation1,PEBS_Tmnsporation2,PEBS_Tmnsporation3,HEAS_Affective_symptoms1,HEAS_Affective_symptoms2,HEAS_Affective_symptoms3,HEAS_Affective_symptoms4,HEAS_Rumination1,HEAS_Rumination2,HEAS_Rumination3,HEAS_Behavioural_symptoms1,HEAS_Behavioural_symptoms2,HEAS_Behavioural_symptoms3,HEAS_Anxiety_about_personal_impact1,HEAS_Anxiety_about_personal_impact2,HEAS_Anxiety_about_personal_impact3,Mental_Health_Continuum_EWB1,Mental_Health_Continuum_EWB2,Mental_Health_Continuum_EWB3,Mental_Health_Continuum_SWB1,Mental_Health_Continuum_SWB2,Mental_Health_Continuum_SWB3,Mental_Health_Continuum_SWB4,Mental_Health_Continuum_SWB5,Mental_Health_Continuum_PWB1,Mental_Health_Continuum_PWB2,Mental_Health_Continuum_PWB3,Mental_Health_Continuum_PWB4,Mental_Health_Continuum_PWB5,Mental_Health_Continuum_PWB6
1577,1,19,1,1,1,1,2,2,1,5,5,4,5,4,4,5,1,1,3,2,5,3,5,1,5,3,5,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,5,4,4,4,4,3,3,1,1,1
2464,2,20,1,3,4,3,4,3,3,5,5,4,5,4,4,5,1,1,3,3,5,3,5,5,5,3,5,3,3,3,2,2,2,2,2,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1
994,2,21,1,2,4,4,4,4,5,5,4,4,5,3,4,3,1,5,3,2,5,2,5,5,5,3,5,5,3,2,2,2,2,2,2,1,1,1,3,2,2,4,4,4,3,4,4,4,4,1,1,3,4,4,4
1954,2,21,1,2,4,4,3,5,5,5,5,5,5,3,3,5,1,1,3,3,5,4,5,5,5,1,3,3,3,3,3,3,3,3,3,1,2,1,3,3,3,3,3,1,2,1,5,5,5,5,4,5,4,4,5
2431,2,21,1,1,1,4,4,4,4,5,5,5,5,4,3,3,1,1,3,3,5,3,5,5,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,4,4,4,4,4,4,4,4,4,4
2551,2,22,1,3,2,4,4,4,4,5,5,4,5,5,5,5,1,1,4,3,5,3,1,5,5,3,5,5,3,2,1,2,3,3,3,1,2,2,2,2,3,4,4,4,4,4,4,5,5,5,5,4,4,5,4
1560,2,22,1,2,3,3,3,3,3,4,4,3,4,4,3,5,1,1,3,2,1,2,5,5,5,3,5,5,2,2,2,2,2,2,2,3,3,3,2,2,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1
1689,2,19,1,2,4,5,5,4,5,5,5,5,5,5,5,5,1,1,2,2,5,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,4,4,4,5,4,4,4,4,4,4,4,4
1498,2,19,1,4,3,4,4,4,4,4,3,4,4,2,3,5,1,1,3,2,5,3,5,5,5,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,4,4,3,3,3,1,4,4,4,3,4,3,3,3
2655,2,20,1,1,5,5,4,4,5,5,3,3,5,2,4,5,1,1,2,1,1,2,5,5,5,5,3,3,3,1,1,2,2,2,2,4,1,2,1,1,1,4,4,4,1,4,4,4,5,5,5,5,5,5,5
1500,2,24,1,1,4,4,4,4,3,5,4,4,4,2,2,3,1,1,4,3,1,3,1,5,5,3,5,5,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,3,1,3,2,4,3,3,3,3,3,3,2
3225,2,21,1,1,4,3,3,3,3,5,4,5,5,3,5,5,1,1,2,3,5,2,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,3,5,4,4,4,4,4,4,4,3,4
2261,2,21,1,3,2,4,2,1,2,5,2,2,5,3,4,5,1,1,4,3,5,1,5,5,5,1,5,3,2,3,3,3,2,2,2,4,3,3,3,3,2,3,3,4,3,3,3,2,2,4,4,3,5,2,3
1087,2,23,1,2,3,3,3,3,3,5,5,5,5,3,2,5,1,1,3,2,5,1,5,5,5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,3,3,2,3,2,2,2,3
535,2,20,1,2,3,3,4,4,4,2,4,3,4,3,3,5,1,1,3,3,1,3,5,5,5,5,3,1,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,1,1,2,3,3,3,0,3,3,3,3,3
2692,2,21,2,1,4,4,4,4,2,5,4,3,5,4,4,5,1,1,3,3,1,2,5,5,5,5,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,5,3,4,3,3,3,5,4,4,4
1874,2,19,1,3,2,3,3,4,3,5,4,3,5,1,2,5,1,1,3,2,1,3,5,5,5,5,3,5,3,1,1,1,1,2,1,2,2,2,1,1,2,3,3,0,0,4,0,3,3,5,3,5,3,3,4
1349,1,19,2,1,2,3,3,3,3,5,4,5,3,4,1,5,1,1,2,3,5,5,5,5,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,5,2,5,2,4,2,5,5,5,5
695,1,20,1,2,3,3,3,3,3,4,4,5,4,3,4,5,1,1,3,3,1,1,5,5,5,3,5,3,2,1,1,1,1,1,1,1,1,2,2,2,2,4,3,3,1,0,2,1,1,1,2,4,2,2,1
541,2,19,1,3,4,3,4,4,4,5,3,4,5,3,2,3,1,1,3,3,5,3,5,5,5,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,3,3
2635,2,21,1,1,3,4,2,5,5,5,5,5,5,3,3,3,5,1,3,2,5,3,5,5,5,3,5,1,3,3,1,3,1,1,2,2,2,4,1,1,1,3,4,3,1,4,5,4,4,4,4,4,3,5,4
1533,1,20,1,1,5,4,4,4,4,5,4,3,5,3,3,1,1,1,3,4,5,5,5,5,5,1,5,5,2,2,2,2,2,2,2,4,2,3,2,3,2,3,3,3,4,3,5,4,5,4,4,4,4,4,5
469,1,25,1,4,4,4,4,4,4,4,4,4,4,3,4,3,1,1,3,4,5,3,5,5,5,1,3,3,3,3,3,2,3,3,2,3,2,2,3,2,3,2,3,2,1,1,1,1,2,3,4,3,3,1,3
2918,2,19,2,2,3,3,4,4,5,5,3,3,5,3,5,3,1,1,3,3,5,4,1,5,5,5,3,5,2,2,2,3,2,2,2,2,2,2,2,2,2,4,4,4,3,4,4,4,4,4,3,4,3,3,3
415,1,18,1,1,4,4,4,5,4,5,3,5,5,5,1,5,1,1,2,2,5,3,1,5,5,1,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4
148,2,19,2,1,4,4,3,3,4,4,4,3,4,2,2,5,1,1,2,2,5,2,5,1,5,5,1,3,2,2,1,2,3,2,2,1,2,3,2,2,2,4,4,4,1,1,1,1,0,3,3,1,1,1,1
1392,2,20,1,4,4,4,5,5,5,5,5,5,5,5,4,5,1,1,3,3,5,1,5,5,5,5,3,3,2,2,3,2,3,2,3,1,1,3,3,3,3,4,3,4,1,0,2,2,1,1,1,1,1,2,2
416,1,22,1,3,2,5,5,3,5,3,2,3,5,2,1,3,1,1,2,2,5,3,5,1,5,1,3,5,2,2,2,1,1,2,2,2,2,3,1,1,1,5,5,5,1,5,5,4,4,5,5,5,3,5,5
784,1,22,1,2,4,4,4,4,4,5,4,4,5,4,4,5,5,5,3,2,5,2,1,5,5,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1305,2,20,1,2,4,4,3,4,5,5,5,4,5,4,3,5,1,5,3,3,5,2,1,5,1,5,5,3,3,3,2,3,2,3,3,2,2,2,3,3,3,5,5,5,3,5,5,5,5,4,4,4,4,4,5
1937,1,31,2,2,4,4,3,4,4,5,5,4,5,5,5,3,1,1,3,3,5,2,5,5,5,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,1,1,2,2,2,3,2,2,2
258,2,21,2,2,4,4,3,4,5,5,4,3,5,2,2,3,1,1,3,3,5,1,5,1,5,5,5,5,3,2,1,2,2,2,2,1,1,1,3,3,3,4,4,4,4,5,5,5,4,5,5,5,5,5,5
1534,2,19,1,2,3,3,4,3,3,5,5,3,5,3,2,5,1,1,2,2,5,2,5,1,1,3,5,5,2,3,2,2,1,2,2,3,4,3,2,2,2,3,3,1,1,1,0,0,1,5,5,3,3,3,3
774,1,20,1,1,4,3,4,4,4,5,4,3,4,3,4,5,1,1,3,3,5,3,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,4,3,3,3,1,1,1,1,5,5,5,4,4,4,4,4,4,4
1669,1,24,1,3,4,4,5,4,5,4,4,5,4,4,3,5,5,5,4,4,5,3,1,5,5,3,5,5,3,2,2,3,3,2,2,2,1,2,3,3,2,4,4,4,5,4,4,4,5,4,5,4,4,4,5
3069,2,19,2,3,3,3,3,3,4,4,3,2,5,2,2,5,1,1,3,2,1,2,5,5,5,3,3,3,2,1,1,1,1,2,2,1,2,2,1,1,2,3,3,2,1,2,1,1,1,1,1,1,1,1,1
138,2,19,2,3,4,4,5,4,4,4,4,1,5,1,4,5,1,1,3,2,5,3,5,5,5,5,5,3,3,2,1,1,3,3,3,3,2,1,1,2,2,3,3,3,3,2,3,3,3,3,2,2,3,3,4
1365,2,19,1,2,3,3,3,3,3,4,4,5,3,2,3,3,1,1,3,2,5,2,5,5,5,3,5,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,1,0,1,4,4,4,4,4,3,3,2,1
705,1,21,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,3,3,5,2,5,5,5,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1437,2,21,1,5,4,4,4,4,5,5,5,4,5,5,5,3,1,1,5,4,5,3,1,1,1,5,5,5,3,3,1,3,2,2,3,4,3,3,2,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4
805,2,21,1,2,2,2,2,4,4,4,4,4,4,2,4,5,1,5,3,3,5,1,5,5,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,4,4,1,4,4,5,2,2,2
1153,2,18,1,2,2,4,3,4,3,5,3,5,5,2,4,5,1,1,3,2,1,1,5,5,1,5,5,3,1,1,1,1,1,1,2,1,1,3,2,2,2,4,4,4,3,3,3,3,2,5,4,4,4,4,4
1163,1,22,1,5,4,5,5,5,5,5,2,2,3,2,4,5,1,1,4,4,5,4,5,5,5,3,3,5,3,3,2,2,2,2,2,2,2,2,3,2,3,5,4,4,1,4,4,2,4,4,4,4,4,4,4
1441,2,19,1,2,4,3,4,4,4,5,3,4,4,3,2,5,1,1,3,3,5,3,1,1,1,5,5,5,3,3,2,3,3,2,2,2,2,4,2,2,2,4,3,1,3,4,4,4,4,4,2,4,4,5,4
1798,2,20,2,2,2,2,1,2,2,5,4,5,4,3,4,3,1,5,4,3,5,1,1,5,5,3,5,5,3,3,2,3,3,3,3,3,2,3,3,3,3,4,4,4,3,3,2,3,2,4,4,4,3,3,3
1497,2,22,2,1,3,3,2,3,3,4,2,2,5,3,4,5,1,5,2,2,1,1,5,5,5,3,5,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,4,2,3,4,4,4
707,1,20,1,3,4,4,5,5,5,5,5,5,5,5,5,5,1,5,3,3,5,3,1,1,5,1,5,5,2,4,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2736,1,18,2,3,2,2,3,3,2,3,3,2,3,2,2,5,1,1,2,1,5,3,5,5,5,3,3,3,3,3,2,3,2,2,4,3,2,3,3,3,3,5,5,5,4,3,3,4,4,5,5,5,5,4,4
1086,2,19,1,1,3,4,4,4,4,4,4,4,4,4,4,3,1,1,4,4,5,2,5,5,5,5,3,3,3,2,2,2,2,2,2,2,4,3,2,2,2,3,3,2,2,2,2,3,3,3,2,2,2,2,2
1556,1,23,1,5,4,4,3,4,5,5,5,3,5,4,2,3,1,1,2,2,5,1,1,5,5,3,3,5,3,2,2,1,2,2,2,4,3,3,2,2,2,3,3,4,2,5,4,5,5,5,4,4,3,4,3
1585,2,20,1,4,4,5,4,5,5,4,4,5,4,3,1,5,1,1,2,2,5,2,1,5,5,5,5,5,3,3,2,2,3,3,2,2,3,4,3,3,3,4,4,4,1,1,4,4,4,5,4,3,4,4,3
420,2,20,1,2,2,4,4,4,4,4,2,5,4,3,3,5,1,1,2,2,5,3,5,5,5,5,5,5,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,1,3,1,3,0,1,1,3,2,1,3
1530,2,20,2,4,4,4,4,4,5,5,5,5,4,5,4,3,5,5,4,4,5,2,1,5,5,5,5,5,3,4,2,2,3,3,3,2,4,3,3,2,2,4,4,3,1,3,3,4,1,3,3,4,4,4,4
1816,2,19,2,3,3,3,4,4,5,5,4,4,5,4,5,3,1,5,2,2,5,1,5,5,5,3,3,5,2,2,1,1,1,1,1,2,1,1,1,1,2,4,4,4,3,3,3,5,5,4,4,4,4,4,4
3152,1,20,1,4,1,1,1,1,1,5,5,1,5,1,1,5,1,1,1,1,1,2,5,5,5,3,3,3,1,3,4,3,1,1,1,4,1,3,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
81,1,21,1,3,3,3,3,5,5,5,4,1,5,3,4,5,1,1,2,2,1,3,5,5,5,1,5,5,2,2,2,1,1,1,1,1,1,1,1,2,2,3,2,2,0,4,0,0,0,0,1,0,0,0,0
2651,1,25,1,1,3,3,3,3,3,4,4,3,5,3,4,5,1,1,3,2,1,4,5,5,5,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,4,3,2,2,2,2,2,2
548,2,19,1,2,4,3,3,4,4,4,3,4,4,3,3,5,1,5,3,2,1,2,1,1,5,3,3,5,2,1,1,2,2,2,2,1,1,2,1,1,1,5,5,4,3,5,5,4,5,5,4,5,4,4,4
96,2,21,2,3,2,3,4,5,5,5,5,5,5,5,5,3,5,1,3,2,5,1,5,5,5,5,3,3,2,2,1,2,1,1,1,4,4,1,1,1,1,5,5,4,2,5,4,4,1,5,5,5,5,5,5
1240,2,20,1,1,1,3,2,3,3,4,2,4,5,2,1,5,1,1,3,3,5,2,5,5,5,3,5,3,2,1,1,1,1,1,1,3,4,3,1,1,1,4,4,4,3,3,5,5,5,5,5,5,4,4,4
1728,2,21,1,2,3,3,3,3,3,5,4,4,5,4,5,5,1,1,3,3,1,5,5,5,5,3,5,5,3,2,1,2,2,2,3,1,1,1,2,2,2,4,3,3,4,3,3,4,3,4,4,4,3,4,3
665,1,20,1,3,4,5,5,5,5,4,4,4,4,4,4,3,1,1,3,3,5,1,5,1,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,4,3,3,4,4,3,4,4,3,3,5,3,5
903,1,19,2,1,3,3,3,3,3,5,2,1,4,5,1,5,1,1,2,2,5,1,5,5,5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,0,1,4,4,5,2,4,4,4,4
3231,2,21,1,3,4,3,4,4,4,4,4,3,3,3,4,5,1,1,3,2,5,3,5,5,5,1,5,3,1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,3,3,2,3,2,3,2,3,3,2,3
1347,2,18,1,2,5,5,5,5,5,5,5,5,5,4,5,5,1,1,4,4,1,5,5,1,5,5,5,3,4,4,3,3,3,3,3,2,2,2,2,2,3,4,4,3,1,1,1,5,4,3,3,1,1,1,1
2834,2,24,1,4,3,4,2,3,3,5,1,5,5,5,5,3,1,1,1,1,1,1,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,0,1,1,2,3,1,1,1,0
808,2,20,2,4,4,4,4,4,4,5,4,4,4,5,4,5,1,1,3,3,5,1,1,5,5,3,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,4,4,4,4,4,3,4,3,3,4
3181,2,32,1,4,2,4,4,4,4,5,4,3,5,4,3,5,1,1,3,3,5,4,5,5,5,5,5,3,3,2,2,3,3,3,3,1,3,3,3,2,2,4,5,3,5,5,4,4,2,4,4,3,5,4,4
2846,1,19,2,2,3,4,3,4,3,5,2,4,5,2,5,5,1,1,1,2,1,3,5,5,5,3,5,5,2,2,2,2,1,1,1,1,3,3,3,2,2,3,1,1,0,0,0,3,0,2,1,3,1,0,0
516,1,20,1,4,3,3,3,3,4,3,3,3,3,2,2,3,1,1,2,2,5,2,5,5,5,3,3,3,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
702,1,21,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0,1,1,1,0,0,0,0,1,2
1328,2,18,1,5,4,3,4,4,4,5,5,5,5,4,5,5,1,1,2,3,1,1,1,5,5,5,5,5,2,3,1,2,1,2,1,2,2,3,1,2,3,4,4,4,3,5,4,5,4,3,4,5,4,4,3
1532,2,19,2,2,2,4,3,3,4,5,3,3,5,3,4,5,1,1,2,2,1,3,5,5,5,5,3,3,3,3,2,3,2,2,2,3,3,3,2,2,2,4,4,3,2,3,4,3,3,3,3,4,4,4,3
100,2,20,1,4,3,4,4,3,4,5,5,5,5,3,3,5,1,1,3,3,5,2,1,1,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,1,4,4,4,4,4,4,4,4
98,2,20,2,3,3,3,3,3,3,5,5,5,5,5,5,3,1,1,3,3,5,1,5,5,5,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1807,1,20,1,5,5,5,4,5,5,5,3,5,5,3,1,3,1,1,2,3,5,3,5,1,1,3,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,4,4,4,4,5,4,4,3,3,4
2760,2,19,1,3,3,3,3,4,4,4,4,3,4,2,3,5,1,1,3,3,1,2,1,5,5,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,4,3,2,2,3,2,1,2
1310,2,19,1,1,5,5,5,5,5,5,3,5,5,4,3,5,1,1,3,3,5,1,5,5,5,5,5,5,4,4,1,2,4,3,3,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
812,2,19,1,1,4,4,3,3,2,5,3,4,5,4,3,5,1,1,3,2,5,3,5,5,5,1,3,5,3,1,1,1,1,1,1,2,3,3,1,1,1,4,3,3,3,3,3,4,2,1,2,3,2,3,3
2737,2,20,2,1,3,4,3,3,4,5,2,1,5,1,4,5,1,1,3,3,5,2,5,5,5,5,5,1,3,3,2,2,1,2,2,2,4,2,1,1,1,3,3,2,1,3,0,3,1,3,2,3,3,2,2
2942,2,22,1,1,4,3,4,4,4,4,2,4,5,2,4,5,1,1,2,2,5,4,5,5,5,5,5,3,3,3,3,2,2,2,2,4,3,3,3,3,3,2,3,2,3,4,1,0,2,0,3,1,4,1,1
847,1,20,1,2,3,3,3,3,3,5,5,2,2,2,1,5,1,1,2,3,5,1,5,5,5,3,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,1,2,2,2,3,3,2,1,2
1083,1,21,2,3,3,5,5,4,4,5,4,3,5,2,3,3,1,1,4,3,5,3,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,4,2,2,2,3,4,4,3,4,3,4,4,3,4,3,4,4,4
3164,1,24,2,5,4,5,3,5,5,5,4,3,5,4,4,3,1,1,3,2,1,3,5,5,1,5,5,5,3,2,1,1,2,2,3,1,1,1,3,3,3,4,3,4,3,5,4,3,4,5,5,5,5,5,5
2126,2,20,1,1,3,5,5,5,5,4,3,5,4,3,2,5,1,1,3,3,5,2,1,1,1,1,5,3,2,1,1,1,1,1,1,1,1,2,1,2,2,4,3,3,2,4,3,4,4,3,4,4,3,4,4
948,2,21,1,2,3,3,4,3,3,4,4,4,4,3,4,5,1,1,2,2,1,2,5,1,1,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,4,3,2,4,4,4,3,1,3,3,3,3
2297,1,20,1,4,3,3,3,3,3,5,4,5,5,5,5,5,1,1,3,3,5,2,1,5,5,1,3,5,4,4,4,3,2,2,2,3,2,4,2,2,2,3,2,3,1,0,1,4,2,3,4,4,5,5,5
3139,1,21,1,3,4,3,4,3,3,4,2,4,5,4,1,3,1,1,2,2,5,1,5,5,5,3,3,5,2,2,2,2,2,2,1,2,2,2,1,2,1,3,3,4,2,2,3,3,3,3,4,4,5,4,4
1015,2,20,1,1,4,4,4,4,5,4,5,4,5,3,3,3,1,1,3,3,5,2,5,5,5,3,5,5,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,2,3,4,3,3,3,3,3,3,3,3
2353,1,20,2,4,4,5,4,4,4,4,3,3,2,4,2,5,1,5,4,3,5,1,5,5,5,3,5,5,3,2,1,1,1,2,2,1,1,1,1,1,2,4,3,3,3,3,4,4,4,4,3,3,4,4,4
550,1,21,1,3,4,4,4,4,4,4,4,4,4,4,4,3,1,1,3,3,5,3,1,1,1,3,5,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,3,3,3,3,3,3,3,3,3,3,4,3
2614,1,22,1,4,4,5,4,4,5,4,2,5,4,3,1,5,1,1,3,3,5,2,5,5,5,5,5,3,2,2,1,1,1,1,1,1,1,1,1,1,2,3,4,3,1,1,5,5,5,1,3,3,3,3,4
2268,2,19,1,4,4,4,4,4,4,5,4,4,5,5,5,5,1,5,3,4,5,4,5,1,5,5,5,5,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4
552,2,19,1,4,5,5,4,4,5,5,4,4,5,4,4,5,1,5,3,3,5,3,5,5,5,5,5,3,2,1,1,1,1,1,1,1,1,2,2,1,1,3,3,3,1,4,4,4,5,4,4,4,3,4,4
23,1,20,1,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,3,3,5,3,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,1,4,3,3,3,4,4,4,4,4,4
2316,2,18,1,2,4,5,5,5,5,5,4,5,5,4,5,3,1,5,4,4,5,3,1,5,1,5,5,5,4,3,3,3,3,3,3,2,2,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5
79,2,20,1,3,4,4,5,3,4,4,4,3,5,3,4,5,1,1,3,3,5,2,5,5,5,5,5,3,3,2,2,2,2,2,2,3,3,3,2,2,3,4,3,2,2,2,1,3,2,1,2,2,1,2,2
319,2,20,1,3,4,4,4,5,5,5,3,3,5,3,3,5,1,1,2,3,1,3,5,5,5,5,5,5,3,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,4,3,4,4,4,3,4,3,3,3
9,2,22,1,1,4,4,3,4,5,4,2,4,4,3,2,3,1,1,3,2,5,1,1,5,5,5,3,5,2,3,3,3,2,2,2,1,2,3,3,3,3,3,3,1,1,0,1,4,1,1,1,3,1,1,1
2941,2,24,2,4,3,4,4,4,4,5,3,2,5,2,2,5,1,1,3,3,5,3,5,5,5,3,3,5,2,2,1,2,2,2,2,2,2,3,2,2,1,3,3,3,3,1,2,3,1,3,3,4,3,3,3
2878,1,20,2,3,2,2,3,2,3,2,4,2,5,2,1,3,1,1,3,2,1,2,5,5,5,3,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4,4,4,4,5,4,4,0,4,5
301,1,21,1,4,4,5,4,5,5,4,3,2,5,3,4,5,1,1,4,3,5,1,5,5,5,3,3,5,2,2,1,1,1,1,3,1,1,1,2,2,2,4,4,4,3,5,3,4,3,5,3,4,4,4,3
549,2,18,1,4,3,5,2,4,5,5,5,3,4,4,4,3,1,1,3,3,1,3,5,5,1,1,3,3,1,1,1,1,1,2,2,1,2,2,1,1,2,4,4,4,3,5,4,5,4,4,4,5,5,4,5
1681,2,18,1,2,3,3,4,4,4,5,5,3,5,3,2,3,1,1,4,3,5,2,1,5,5,3,5,5,4,4,4,3,3,3,4,2,1,2,2,2,2,5,5,5,4,3,5,4,4,5,2,2,1,5,5
1313,2,18,1,1,2,5,5,5,5,4,2,2,4,3,3,5,1,1,3,2,5,1,1,1,1,5,5,5,3,2,2,2,2,2,2,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3
553,1,19,2,1,3,4,4,4,4,4,5,5,4,3,3,3,1,1,3,3,5,2,5,5,5,1,3,5,2,2,3,3,2,2,2,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4
952,2,19,1,3,4,5,5,5,5,4,2,4,5,2,2,3,1,1,2,2,5,2,5,5,5,5,3,5,2,3,3,1,1,1,1,3,1,3,1,3,3,5,4,4,3,3,2,4,3,5,4,5,2,4,2
242,2,21,1,2,4,3,2,3,4,5,5,4,5,3,2,5,1,1,3,2,1,5,1,5,5,3,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,1,3,1,3,3,2,1,2,1
1723,2,22,1,1,3,4,5,4,2,2,3,3,3,4,4,5,1,5,3,3,5,2,5,5,5,3,3,3,3,4,2,2,3,3,3,2,3,3,4,2,3,1,2,2,4,2,2,4,5,3,2,3,4,3,3
2947,1,18,1,4,4,5,4,3,5,4,4,4,4,3,3,5,1,1,3,3,5,3,1,5,5,5,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,2,3,2,3,3,3,3
2433,1,21,1,4,4,4,4,3,4,4,4,4,4,3,4,5,1,5,3,3,5,1,1,5,5,3,3,3,3,3,2,2,3,3,3,2,1,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4
2274,1,21,1,2,4,3,3,3,4,5,4,4,5,5,3,3,1,5,2,2,5,3,5,5,5,1,5,3,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,3,4,4,4,5,5,5,3,4,4
1393,2,20,1,1,4,3,3,3,5,4,4,5,4,3,3,3,1,1,3,2,1,2,1,5,5,5,3,3,3,3,2,2,2,2,3,2,2,2,1,2,1,3,4,1,0,5,1,2,1,5,4,4,2,2,4
2359,2,20,1,2,3,4,4,4,5,3,4,3,5,2,4,5,5,1,3,2,5,2,5,5,5,3,5,3,3,3,2,1,2,3,3,2,4,3,2,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4
1894,2,18,1,3,4,5,4,5,5,5,3,4,5,3,5,5,1,1,3,2,5,3,5,5,5,3,3,5,3,1,1,1,2,1,1,1,1,1,1,1,1,4,5,5,3,5,5,5,5,5,5,5,5,5,5
744,2,19,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,5,3,1,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
20,2,20,1,1,4,3,3,3,3,5,5,5,5,5,5,5,1,1,5,5,1,5,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4
